,Unnamed: 0,year,first-author,first-author-affiliation,last-author,last-author-affiliation,journal/conference,title,number-of-authors,paper-url,DBLP-url
3200,3200,2019,Yeonwoo Jeong,Seoul National University,Hyun Oh Song,Seoul National University,ICML,learning discrete and continuous factors of data via alternating disentanglement.,2,http://proceedings.mlr.press/v97/jeong19d.html,https://dblp.org/rec/conf/icml/JeongS19a
3201,3201,2019,Kaiyi Ji,The Ohio State University,Yingbin Liang,The Ohio State University,ICML,improved zeroth-order variance reduced algorithms and analysis for nonconvex optimization.,4,http://proceedings.mlr.press/v97/ji19a.html,https://dblp.org/rec/conf/icml/JiWZL19
3202,3202,2019,Zhengyao Jiang,University of Liverpool,Shan Luo,University of Liverpool,ICML,neural logic reinforcement learning.,2,http://proceedings.mlr.press/v97/jiang19a.html,https://dblp.org/rec/conf/icml/JiangL19
3203,3203,2019,Yuu Jinnai,Brown University,George Dimitri Konidaris,Brown,ICML,finding options that minimize planning time.,5,http://proceedings.mlr.press/v97/jinnai19a.html,https://dblp.org/rec/conf/icml/JinnaiAHLK19
3204,3204,2019,Yuu Jinnai,Brown University,George Dimitri Konidaris,Brown,ICML,discovering options for exploration by minimizing cover time.,4,http://proceedings.mlr.press/v97/jinnai19b.html,https://dblp.org/rec/conf/icml/JinnaiPAK19
3205,3205,2019,Wittawat Jitkrittum,Max Planck Institute for Intelligent Systems,Bernhard Schölkopf,"MPI for Intelligent Systems Tübingen, Germany",ICML,kernel mean matching for content addressability of gans.,6,http://proceedings.mlr.press/v97/jitkrittum19a.html,https://dblp.org/rec/conf/icml/JitkrittumSGRHS19
3206,3206,2019,David John,,Michael Schober,,ICML,goode - a gaussian off-the-shelf ordinary differential equation solver.,3,http://proceedings.mlr.press/v97/john19a.html,https://dblp.org/rec/conf/icml/JohnHS19
3207,3207,2019,Kwang-Sung Jun,,Robert D. Nowak,"University of Wisconsin-Madison, Department of Electrical and Computer Engineering, WI, USA",ICML,bilinear bandits with low-rank structure.,4,http://proceedings.mlr.press/v97/jun19a.html,https://dblp.org/rec/conf/icml/JunWWN19
3208,3208,2019,Anson Kahng,Carnegie Mellon University,Christos-Alexandros Psomas,Carnegie Mellon University,ICML,statistical foundations of virtual democracy.,5,http://proceedings.mlr.press/v97/kahng19a.html,https://dblp.org/rec/conf/icml/KahngLNPP19
3209,3209,2019,Hiroshi Kajino,MIT-IBM Watson AI Lab / IBM Research,Hiroshi Kajino,MIT-IBM Watson AI Lab / IBM Research,ICML,molecular hypergraph grammar with its application to molecular optimization.,1,http://proceedings.mlr.press/v97/kajino19a.html,https://dblp.org/rec/conf/icml/Kajino19
3210,3210,2019,Dimitris Kalimeris,Harvard University,Yaron Singer,Harvard,ICML,robust influence maximization for hyperparametric models.,3,http://proceedings.mlr.press/v97/kalimeris19a.html,https://dblp.org/rec/conf/icml/KalimerisKS19
3211,3211,2019,Nathan Kallus,Cornell University,Nathan Kallus,Cornell University,ICML,classifying treatment responders under causal effect monotonicity.,1,http://proceedings.mlr.press/v97/kallus19a.html,https://dblp.org/rec/conf/icml/Kallus19
3212,3212,2019,Ashwin Kalyan,Georgia Tech,Dhruv Batra,Georgia Institute of Technology / Facebook AI Research,ICML,trainable decoding of sets of sequences for neural sequence models.,4,http://proceedings.mlr.press/v97/kalyan19a.html,https://dblp.org/rec/conf/icml/KalyanALB19
3213,3213,2019,Kirthevasan Kandasamy,Carnegie Mellon University,Barnabás Póczos,CMU,ICML,myopic posterior sampling for adaptive goal oriented design of experiments.,6,http://proceedings.mlr.press/v97/kandasamy19a.html,https://dblp.org/rec/conf/icml/KandasamyNZKSP19
3214,3214,2019,Haim Kaplan,Tel Aviv University and Google,Uri Stemmer,Ben-Gurion University,ICML,differentially private learning of geometric concepts.,4,http://proceedings.mlr.press/v97/kaplan19a.html,https://dblp.org/rec/conf/icml/KaplanMMS19
3215,3215,2019,Christos Kaplanis,Imperial College London,Claudia Clopath,Imperial College London,ICML,policy consolidation for continual reinforcement learning.,3,http://proceedings.mlr.press/v97/kaplanis19a.html,https://dblp.org/rec/conf/icml/KaplanisSC19
3216,3216,2019,Sai Praneeth Karimireddy,EPFL,Martin Jaggi,EPFL,ICML,error feedback fixes signsgd and other gradient compression schemes.,4,http://proceedings.mlr.press/v97/karimireddy19a.html,https://dblp.org/rec/conf/icml/KarimireddyRSJ19
3217,3217,2019,Hiroyuki Kasai,The University of Electro-Communications,Bamdev Mishra,Microsoft,ICML,riemannian adaptive stochastic gradient algorithms on matrix manifolds.,3,http://proceedings.mlr.press/v97/kasai19a.html,https://dblp.org/rec/conf/icml/KasaiJM19
3218,3218,2019,Alexandre Kaspar,,Wojciech Matusik,"Massachusetts Institute of Technology, Cambridge, USA",ICML,neural inverse knitting - from images to manufacturing instructions.,5,http://proceedings.mlr.press/v97/kaspar19a.html,https://dblp.org/rec/conf/icml/KasparOMKM19
3219,3219,2019,Angelos Katharopoulos,Idiap & EPFL,François Fleuret,Idiap research institute,ICML,processing megapixel images with deep attention-sampling models.,2,http://proceedings.mlr.press/v97/katharopoulos19a.html,https://dblp.org/rec/conf/icml/KatharopoulosF19
3220,3220,2019,Ashish Katiyar,The University of Texas at Austin,Constantine Caramanis,University of Texas,ICML,robust estimation of tree structured gaussian graphical models.,3,http://proceedings.mlr.press/v97/katiyar19a.html,https://dblp.org/rec/conf/icml/KatiyarHC19
3221,3221,2019,Yigitcan Kaya,,Tudor Dumitras,"Carnegie Mellon University, Pittsburgh, USA",ICML,shallow-deep networks - understanding and mitigating network overthinking.,3,http://proceedings.mlr.press/v97/kaya19a.html,https://dblp.org/rec/conf/icml/KayaHD19
3222,3222,2019,Michal Kempka,Poznan University of Technology,Manfred K. Warmuth,UC Santa Cruz & Google Inc.,ICML,adaptive scale-invariant online algorithms for learning linear models.,3,http://proceedings.mlr.press/v97/kempka19a.html,https://dblp.org/rec/conf/icml/KempkaKW19
3223,3223,2019,Tom Kenter,,Jakub Vit,,ICML,chive - varying prosody in speech synthesis with a linguistically driven dynamic hierarchical conditional variational network.,5,http://proceedings.mlr.press/v97/kenter19a.html,https://dblp.org/rec/conf/icml/KenterWCCV19
3224,3224,2019,Shauharda Khadka,Intel AI,Kagan Tumer,Oregon State University US,ICML,collaborative evolutionary reinforcement learning.,8,http://proceedings.mlr.press/v97/khadka19a.html,https://dblp.org/rec/conf/icml/KhadkaMNDTMLT19
3225,3225,2019,Renata Khasanova,Ecole Polytechnique Federale de Lausanne (EPFL),Pascal Frossard,EPFL,ICML,geometry aware convolutional filters for omnidirectional images representation.,2,http://proceedings.mlr.press/v97/khasanova19a.html,https://dblp.org/rec/conf/icml/KhasanovaF19
3226,3226,2019,Hyoungseok Kim,,Hyun Oh Song,,ICML,emi - exploration with mutual information.,5,http://proceedings.mlr.press/v97/kim19a.html,https://dblp.org/rec/conf/icml/KimKJLS19
3227,3227,2019,Sungwon Kim,,Sungroh Yoon,,ICML,flowavenet - a generative flow for raw audio.,5,http://proceedings.mlr.press/v97/kim19b.html,https://dblp.org/rec/conf/icml/KimLSKY19
3228,3228,2019,Youngjin Kim,,Gunhee Kim,,ICML,curiosity-bottleneck - exploration by distilling task-specific novelty.,5,http://proceedings.mlr.press/v97/kim19c.html,https://dblp.org/rec/conf/icml/KimNKKK19
3229,3229,2019,Gi-Soo Kim,Seoul National University,Myunghee Cho Paik,Seoul National University,ICML,contextual multi-armed bandit algorithm for semiparametric reward model.,2,http://proceedings.mlr.press/v97/kim19d.html,https://dblp.org/rec/conf/icml/KimP19
3230,3230,2019,Jisu Kim,Inria Saclay,Larry A. Wasserman,Carnegie Mellon University,ICML,uniform convergence rate of the kernel density estimator adaptive to intrinsic volume dimension.,4,http://proceedings.mlr.press/v97/kim19e.html,https://dblp.org/rec/conf/icml/KimSRW19
3231,3231,2019,Friso H. Kingma,,Jonathan Ho,,ICML,bit-swap - recursive bits-back coding for lossless compression with hierarchical latent variables.,3,http://proceedings.mlr.press/v97/kingma19a.html,https://dblp.org/rec/conf/icml/KingmaAH19
3232,3232,2019,Thomas Kipf,,Peter W. Battaglia,"Google DeepMind, London, UK",ICML,compile - compositional imitation learning and execution.,8,http://proceedings.mlr.press/v97/kipf19a.html,https://dblp.org/rec/conf/icml/KipfLDZSGKB19
3233,3233,2019,Johannes Kirschner,ETH Zurich,Andreas Krause 0001,ETH Zurich,ICML,adaptive and safe bayesian optimization in high dimensions via one-dimensional subspaces.,5,http://proceedings.mlr.press/v97/kirschner19a.html,https://dblp.org/rec/conf/icml/KirschnerMHI019
3234,3234,2019,Ross Kleiman,,David Page,"University of Wisconsin-Madison, Madison, USA",ICML,aucμ - a performance metric for multi-class machine learning models.,2,http://proceedings.mlr.press/v97/kleiman19a.html,https://dblp.org/rec/conf/icml/KleimanP19
3235,3235,2019,Matthäus Kleindessner,Rutgers University,Jamie Morgenstern,Georgia Institute of Technology,ICML,fair k-center clustering for data summarization.,3,http://proceedings.mlr.press/v97/kleindessner19a.html,https://dblp.org/rec/conf/icml/KleindessnerAM19
3236,3236,2019,Matthäus Kleindessner,Rutgers University,Jamie Morgenstern,Georgia Institute of Technology,ICML,guarantees for spectral clustering with fairness constraints.,4,http://proceedings.mlr.press/v97/kleindessner19b.html,https://dblp.org/rec/conf/icml/KleindessnerSAM19
3237,3237,2019,Ching-Yun Ko,,Dahua Lin,"Chinese University of Hong Kong, Department of Information Engineering, CUHK - SenseTime Joint Lab, Hong Kong",ICML,popqorn - quantifying robustness of recurrent neural networks.,6,http://proceedings.mlr.press/v97/ko19a.html,https://dblp.org/rec/conf/icml/KoLWDWL19
3238,3238,2019,Anastasia Koloskova,EPFL,Martin Jaggi,EPFL,ICML,decentralized stochastic optimization and gossip algorithms with compressed communication.,3,http://proceedings.mlr.press/v97/koloskova19a.html,https://dblp.org/rec/conf/icml/KoloskovaSJ19
3239,3239,2019,Nikola Konstantinov,IST Austria,Christoph Lampert,IST Austria,ICML,robust learning from untrusted sources.,2,http://proceedings.mlr.press/v97/konstantinov19a.html,https://dblp.org/rec/conf/icml/KonstantinovL19
3240,3240,2019,Wouter Kool 0001,"University of Amsterdam, The Netherlands",Max Welling,"University of Amsterdam, Informatics Institute, The Netherlands",ICML,stochastic beams and where to find them - the gumbel-top-k trick for sampling sequences without replacement.,3,http://proceedings.mlr.press/v97/kool19a.html,https://dblp.org/rec/conf/icml/KoolHW19
3241,3241,2019,Animesh Koratana,,Matei Zaharia,"Stanford University, CA, USA",ICML,lit - learned intermediate representation training for model compression.,4,http://proceedings.mlr.press/v97/koratana19a.html,https://dblp.org/rec/conf/icml/KoratanaKBZ19
3242,3242,2019,Simon Kornblith,Google Brain,Geoffrey E. Hinton,Google,ICML,similarity of neural network representations revisited.,4,http://proceedings.mlr.press/v97/kornblith19a.html,https://dblp.org/rec/conf/icml/Kornblith0LH19
3243,3243,2019,Alexey Kroshnin,Institute for Information Transmission Problems,Cesar A. Uribe,MIT,ICML,on the complexity of approximating wasserstein barycenters.,6,http://proceedings.mlr.press/v97/kroshnin19a.html,https://dblp.org/rec/conf/icml/KroshninTDDGU19
3244,3244,2019,Andrei Kulunchakov,Inria,Julien Mairal,Inria,ICML,estimate sequences for variance-reduced stochastic composite optimization.,2,http://proceedings.mlr.press/v97/kulunchakov19a.html,https://dblp.org/rec/conf/icml/KulunchakovM19
3245,3245,2019,Daniel Kunin,Stanford University,Cotton Seed,Broad Institute of MIT and Harvard,ICML,loss landscapes of regularized linear autoencoders.,4,http://proceedings.mlr.press/v97/kunin19a.html,https://dblp.org/rec/conf/icml/KuninBGS19
3246,3246,2019,Han-Wen Kuo,Columbia University,John Wright 0001,"Columbia University, USA",ICML,geometry and symmetry in short-and-sparse deconvolution.,4,http://proceedings.mlr.press/v97/kuo19a.html,https://dblp.org/rec/conf/icml/KuoLZ019
3247,3247,2019,Karol Kurach,Google Brain,Sylvain Gelly,Google Brain,ICML,a large-scale study on regularization and normalization in gans.,5,http://proceedings.mlr.press/v97/kurach19a.html,https://dblp.org/rec/conf/icml/KurachLZMG19
3248,3248,2019,Matt J. Kusner,The Alan Turing Institute,Ricardo Silva,University College London,ICML,making decisions that reduce discriminatory impacts.,4,http://proceedings.mlr.press/v97/kusner19a.html,https://dblp.org/rec/conf/icml/Kusner0LS19
3249,3249,2019,Branislav Kveton,,Mohammad Ghavamzadeh,,ICML,"garbage in, reward out - bootstrapping exploration in multi-armed bandits.",6,http://proceedings.mlr.press/v97/kveton19a.html,https://dblp.org/rec/conf/icml/KvetonSVWLG19
3250,3250,2019,Antoine Labatie,Labatie-AI,Antoine Labatie,Labatie-AI,ICML,characterizing well-behaved vs. pathological deep neural networks.,1,http://proceedings.mlr.press/v97/labatie19a.html,https://dblp.org/rec/conf/icml/Labatie19
3251,3251,2019,Alex Lamb,,Michael Mozer,"University of Colorado, USA",ICML,state-reification networks - improving generalization by modeling the distribution of hidden representations.,7,http://proceedings.mlr.press/v97/lamb19a.html,https://dblp.org/rec/conf/icml/LambBGSMBM19
3252,3252,2019,Sylvain Lamprier,LIP6 - Sorbonne Universités,Sylvain Lamprier,LIP6 - Sorbonne Universités,ICML,a recurrent neural cascade-based model for continuous-time diffusion.,1,http://proceedings.mlr.press/v97/lamprier19a.html,https://dblp.org/rec/conf/icml/Lamprier19
3253,3253,2019,Romain Laroche,Microsoft Research,Remi Tachet des Combes,Microsoft Research Montreal,ICML,safe policy improvement with baseline bootstrapping.,3,http://proceedings.mlr.press/v97/laroche19a.html,https://dblp.org/rec/conf/icml/LarocheTC19
3254,3254,2019,Silvio Lattanzi,Google Zurich,Christian Sohler,Google,ICML,a better k-means++ algorithm via local search.,2,http://proceedings.mlr.press/v97/lattanzi19a.html,https://dblp.org/rec/conf/icml/LattanziS19
3255,3255,2019,Marc Teva Law,University of Toronto,Richard S. Zemel,Vector Institute,ICML,lorentzian distance learning for hyperbolic representations.,4,http://proceedings.mlr.press/v97/law19a.html,https://dblp.org/rec/conf/icml/LawLSZ19
3256,3256,2019,Andrew R. Lawrence,,Neill D. F. Campbell,"University of Bath, Department of Computer Science, Bath, UK",ICML,dp-gp-lvm - a bayesian non-parametric model for learning multivariate dependency structures.,3,http://proceedings.mlr.press/v97/lawrence19a.html,https://dblp.org/rec/conf/icml/LawrenceEC19
3257,3257,2019,Guang-He Lee,,Tommi S. Jaakkola,"MIT, Computer Science and Artificial Intelligence Laboratory",ICML,functional transparency for structured data - a game-theoretic approach.,4,http://proceedings.mlr.press/v97/lee19b.html,https://dblp.org/rec/conf/icml/LeeJAJ19
3258,3258,2019,Junhyun Lee,Korea University,Jaewoo Kang,Korea University,ICML,self-attention graph pooling.,3,http://proceedings.mlr.press/v97/lee19c.html,https://dblp.org/rec/conf/icml/LeeLK19
3259,3259,2019,Juho Lee,,Yee Whye Teh,"University of Oxford, UK",ICML,set transformer - a framework for attention-based permutation-invariant neural networks.,6,http://proceedings.mlr.press/v97/lee19d.html,https://dblp.org/rec/conf/icml/LeeLKKCT19
3260,3260,2019,Ching-pei Lee,University of Wisconsin-Madison,Stephen J. Wright,University of Wisconsin-Madison,ICML,first-order algorithms converge faster than $o(1/k)$ on convex problems.,2,http://proceedings.mlr.press/v97/lee19e.html,https://dblp.org/rec/conf/icml/LeeW19
3261,3261,2019,Kimin Lee,KAIST,Jinwoo Shin,"KAIST, AITRICS",ICML,robust inference via generative classifiers for handling noisy labels.,6,http://proceedings.mlr.press/v97/lee19f.html,https://dblp.org/rec/conf/icml/LeeYLLLS19
3262,3262,2019,Yifan Lei,National University of Singapore,Anthony K. H. Tung,NUS,ICML,sublinear time nearest neighbor search over generalized weighted space.,4,http://proceedings.mlr.press/v97/lei19a.html,https://dblp.org/rec/conf/icml/LeiHKT19
3263,3263,2019,Matthieu Lerasle,,Guillaume Lecué,,ICML,monk outlier-robust mean embedding estimation by median-of-means.,4,http://proceedings.mlr.press/v97/lerasle19a.html,https://dblp.org/rec/conf/icml/LerasleSML19
3264,3264,2019,Yingzhen Li,,Yash Sharma,,ICML,are generative classifiers more robust to adversarial attacks?,3,http://proceedings.mlr.press/v97/li19a.html,https://dblp.org/rec/conf/icml/LiBS19
3265,3265,2019,Tongyang Li,University of Maryland,Xiaodi Wu,University of Maryland,ICML,sublinear quantum algorithms for training linear and kernel-based classifiers.,3,http://proceedings.mlr.press/v97/li19b.html,https://dblp.org/rec/conf/icml/LiCW19
3266,3266,2019,Huai-Yu Li,,Bao-Gang Hu,,ICML,lgm-net - learning to generate matching networks for few-shot learning.,6,http://proceedings.mlr.press/v97/li19c.html,https://dblp.org/rec/conf/icml/LiDMMHH19
3267,3267,2019,Yujia Li,DeepMind,Pushmeet Kohli,DeepMind,ICML,graph matching networks for learning the similarity of graph structured objects.,5,http://proceedings.mlr.press/v97/li19d.html,https://dblp.org/rec/conf/icml/LiGDVK19
