,Unnamed: 0,year,first-author,first-author-affiliation,first-author-affiliation-country,last-author,last-author-affiliation,last-author-affiliation-country,journal/conference,title,number-of-authors,paper-url,DBLP-url
6126,6126,2020,Dimitris Fotakis,,,Stratis Skoulakis,,,NeurIPS,efficient online learning of optimal rankings - dimensionality reduction via gradient descent.,4,https://proceedings.neurips.cc/paper/2020/hash/5938b4d054136e5d59ada6ec9c295d7a-Abstract.html,https://dblp.org/rec/conf/nips/FotakisLPS20
6127,6127,2020,Simon Foucart,,,David Koslicki,,,NeurIPS,finer metagenomic reconstruction via biodiversity optimization.,2,https://proceedings.neurips.cc/paper/2020/hash/6811f9b2bf86bf64e3f320973119b959-Abstract.html,https://dblp.org/rec/conf/nips/FoucartK20
6128,6128,2020,Zafeirios Fountas,,,Karl J. Friston,,,NeurIPS,deep active inference agents using monte-carlo methods.,4,https://proceedings.neurips.cc/paper/2020/hash/865dfbde8a344b44095495f3591f7407-Abstract.html,https://dblp.org/rec/conf/nips/FountasSMF20
6129,6129,2020,Guilherme França,,,René Vidal,,,NeurIPS,conformal symplectic and relativistic optimization.,4,https://proceedings.neurips.cc/paper/2020/hash/c4b108f53550f1d5967305a9a8140ddd-Abstract.html,https://dblp.org/rec/conf/nips/FrancaSRV20
6130,6130,2020,Spencer Frei,,,Quanquan Gu,,,NeurIPS,agnostic learning of a single neuron with gradient descent.,3,https://proceedings.neurips.cc/paper/2020/hash/3a37abdeefe1dab1b30f7c5c7e581b93-Abstract.html,https://dblp.org/rec/conf/nips/FreiCG20
6131,6131,2020,Johannes Friedrich,,,Johannes Friedrich,,,NeurIPS,neuronal gaussian process regression.,1,https://proceedings.neurips.cc/paper/2020/hash/4ef2f8259495563cb3a8ea4449ec4f9f-Abstract.html,https://dblp.org/rec/conf/nips/Friedrich20
6132,6132,2020,Christopher Frye,,,Ilya Feige,,,NeurIPS,asymmetric shapley values - incorporating causal knowledge into model-agnostic explainability.,3,https://proceedings.neurips.cc/paper/2020/hash/0d770c496aa3da6d2c3f2bd19e7b9d6b-Abstract.html,https://dblp.org/rec/conf/nips/FryeRF20
6133,6133,2020,Hu Fu,,,Tao Lin,,,NeurIPS,learning utilities and equilibria in non-truthful auctions.,2,https://proceedings.neurips.cc/paper/2020/hash/a3c788c57e423fa9c177544a4d5d1239-Abstract.html,https://dblp.org/rec/conf/nips/FuL20
6134,6134,2020,Huan Fu,,,Dacheng Tao,,,NeurIPS,hard example generation by texture synthesis for cross-domain shape similarity learning.,6,https://proceedings.neurips.cc/paper/2020/hash/a87d27f712df362cd22c7a8ef823e987-Abstract.html,https://dblp.org/rec/conf/nips/FuLJGZT20
6135,6135,2020,Yao Fu,,,Alexander M. Rush,,,NeurIPS,latent template induction with gumbel-crfs.,6,https://proceedings.neurips.cc/paper/2020/hash/ea119a40c1592979f51819b0bd38d39d-Abstract.html,https://dblp.org/rec/conf/nips/FuTBCFR20
6136,6136,2020,Yonggan Fu,,,Yingyan Lin,,,NeurIPS,fractrain - fractionally squeezing bit savings both temporally and spatially for efficient dnn training.,8,https://proceedings.neurips.cc/paper/2020/hash/8dc5983b8c4ef1d8fcd5f325f9a65511-Abstract.html,https://dblp.org/rec/conf/nips/FuYZ0LGWL20
6137,6137,2020,Fabian Fuchs,,,Max Welling,,,NeurIPS,se(3)-transformers - 3d roto-translation equivariant attention networks.,4,https://proceedings.neurips.cc/paper/2020/hash/15231a7ce4ba789d13b722cc5c955834-Abstract.html,https://dblp.org/rec/conf/nips/FuchsW0W20
6138,6138,2020,Scott Fujimoto,,,Doina Precup,,,NeurIPS,an equivalence between loss functions and non-uniform sampling in experience replay.,3,https://proceedings.neurips.cc/paper/2020/hash/a3bf6e4db673b6449c2f7d13ee6ec9c0-Abstract.html,https://dblp.org/rec/conf/nips/FujimotoMP20
6139,6139,2020,Rickard Brüel Gabrielsson,,,Rickard Brüel Gabrielsson,,,NeurIPS,universal function approximation on graphs.,1,https://proceedings.neurips.cc/paper/2020/hash/e4acb4c86de9d2d9a41364f93951028d-Abstract.html,https://dblp.org/rec/conf/nips/Gabrielsson20
6140,6140,2020,Tomer Galanti,,,Lior Wolf,,,NeurIPS,on the modularity of hypernetworks.,2,https://proceedings.neurips.cc/paper/2020/hash/75c58d36157505a600e0695ed0b3a22d-Abstract.html,https://dblp.org/rec/conf/nips/GalantiW20
6141,6141,2020,Juan Gamella,,,Christina Heinze-Deml,,,NeurIPS,active invariant causal prediction - experiment selection through stability.,2,https://proceedings.neurips.cc/paper/2020/hash/b197ffdef2ddc3308584dce7afa3661b-Abstract.html,https://dblp.org/rec/conf/nips/GamellaH20
6142,6142,2020,Zhe Gan,,,Jingjing Liu 0001,,,NeurIPS,large-scale adversarial training for vision-and-language representation learning.,6,https://proceedings.neurips.cc/paper/2020/hash/49562478de4c54fafd4ec46fdb297de5-Abstract.html,https://dblp.org/rec/conf/nips/Gan0LZ0020
6143,6143,2020,Kanishk Gandhi,,,Brenden M. Lake,,,NeurIPS,mutual exclusivity as a challenge for deep neural networks.,2,https://proceedings.neurips.cc/paper/2020/hash/a378383b89e6719e15cd1aa45478627c-Abstract.html,https://dblp.org/rec/conf/nips/GandhiL20
6144,6144,2020,Venkata Gandikota,,,Soumyabrata Pal,,,NeurIPS,recovery of sparse linear classifiers from mixture of responses.,3,https://proceedings.neurips.cc/paper/2020/hash/a89b71bb5227c75d463dd82a03115738-Abstract.html,https://dblp.org/rec/conf/nips/GandikotaMP20
6145,6145,2020,Arun Ganesh,,,Kunal Talwar,,,NeurIPS,faster differentially private samplers via rényi divergence analysis of discretized langevin mcmc.,2,https://proceedings.neurips.cc/paper/2020/hash/50cf0fe63e0ff857e1c9d01d827267ca-Abstract.html,https://dblp.org/rec/conf/nips/GaneshT20
6146,6146,2020,Aditya Gangrade,,,Venkatesh Saligrama,,,NeurIPS,limits on testing structural changes in ising models.,3,https://proceedings.neurips.cc/paper/2020/hash/70431e77d378d760c3c5456519f06efe-Abstract.html,https://dblp.org/rec/conf/nips/GangradeNS20
6147,6147,2020,Tanmay Gangwani,,,Jian Peng 0001,,,NeurIPS,learning guidance rewards with trajectory-space smoothing.,3,https://proceedings.neurips.cc/paper/2020/hash/0912d0f15f1394268c66639e39b26215-Abstract.html,https://dblp.org/rec/conf/nips/Gangwani0020
6148,6148,2020,Ming Gao,,,Bryon Aragam,,,NeurIPS,a polynomial-time algorithm for learning nonparametric causal graphs.,3,https://proceedings.neurips.cc/paper/2020/hash/85c9f9efab89cee90a95cb98f15feacd-Abstract.html,https://dblp.org/rec/conf/nips/Gao0A20
6149,6149,2020,Jun Gao,,,Sanja Fidler,,,NeurIPS,learning deformable tetrahedral meshes for 3d reconstruction.,6,https://proceedings.neurips.cc/paper/2020/hash/7137debd45ae4d0ab9aa953017286b20-Abstract.html,https://dblp.org/rec/conf/nips/GaoCXJMF20
6150,6150,2020,Xuefeng Gao,,,Lingjiong Zhu,,,NeurIPS,breaking reversibility accelerates langevin dynamics for non-convex optimization.,3,https://proceedings.neurips.cc/paper/2020/hash/cebd648f9146a6345d604ab093b02c73-Abstract.html,https://dblp.org/rec/conf/nips/GaoGZ20
6151,6151,2020,Zijun Gao,,,Yanjun Han,,,NeurIPS,minimax optimal nonparametric estimation of heterogeneous treatment effects.,2,https://proceedings.neurips.cc/paper/2020/hash/f75b757d3459c3e93e98ddab7b903938-Abstract.html,https://dblp.org/rec/conf/nips/GaoH20
6152,6152,2020,Yuan Gao,,,Christian Kroer,,,NeurIPS,first-order methods for large-scale market equilibrium computation.,2,https://proceedings.neurips.cc/paper/2020/hash/f75526659f31040afeb61cb7133e4e6d-Abstract.html,https://dblp.org/rec/conf/nips/GaoK20
6153,6153,2020,Katelyn Gao,,,Ozan Sener,,,NeurIPS,modeling and optimization trade-off in meta-learning.,2,https://proceedings.neurips.cc/paper/2020/hash/7fc63ff01769c4fa7d9279e97e307829-Abstract.html,https://dblp.org/rec/conf/nips/GaoS20
6154,6154,2020,Wei Gao 0008,,,Zhi-Hua Zhou,,,NeurIPS,towards convergence rate analysis of random forests for classification.,2,https://proceedings.neurips.cc/paper/2020/hash/6925f2a16026e36e4fc112f82dd79406-Abstract.html,https://dblp.org/rec/conf/nips/GaoZ20
6155,6155,2020,Dan Garber,,,Dan Garber,,,NeurIPS,revisiting frank-wolfe for polytopes - strict complementarity and sparsity.,1,https://proceedings.neurips.cc/paper/2020/hash/da9e6a4a4aeca98588e4dd77ceb37695-Abstract.html,https://dblp.org/rec/conf/nips/Garber20
6156,6156,2020,Evrard Garcelon,,,Matteo Pirotta,,,NeurIPS,adversarial attacks on linear contextual bandits.,7,https://proceedings.neurips.cc/paper/2020/hash/a554f89dd61cabd2ff833d3468e2008a-Abstract.html,https://dblp.org/rec/conf/nips/GarcelonRMTTLP20
6157,6157,2020,Divyansh Garg,,,Wei-Lun Chao,,,NeurIPS,wasserstein distances for stereo disparity estimation.,6,https://proceedings.neurips.cc/paper/2020/hash/fe7ecc4de28b2c83c016b5c6c2acd826-Abstract.html,https://dblp.org/rec/conf/nips/Garg0H0WC20
6158,6158,2020,Siddhant Garg,,,Yingyu Liang,,,NeurIPS,functional regularization for representation learning - a unified theoretical perspective.,2,https://proceedings.neurips.cc/paper/2020/hash/c793b3be8f18731f2a4c627fb3c6c63d-Abstract.html,https://dblp.org/rec/conf/nips/GargL20
6159,6159,2020,Saurabh Garg,,,Zachary C. Lipton,,,NeurIPS,a unified view of label shift estimation.,4,https://proceedings.neurips.cc/paper/2020/hash/219e052492f4008818b8adb6366c7ed6-Abstract.html,https://dblp.org/rec/conf/nips/GargWBL20
6160,6160,2020,Itai Gat,,,Tamir Hazan,,,NeurIPS,removing bias in multi-modal classifiers - regularization by maximizing functional entropies.,4,https://proceedings.neurips.cc/paper/2020/hash/20d749bc05f47d2bd3026ce457dcfd8e-Abstract.html,https://dblp.org/rec/conf/nips/GatSSH20
6161,6161,2020,Khashayar Gatmiry,,,Stefanie Jegelka,,,NeurIPS,testing determinantal point processes.,3,https://proceedings.neurips.cc/paper/2020/hash/964d1775b722eff11b8ecd9e9ed5bd9e-Abstract.html,https://dblp.org/rec/conf/nips/GatmiryAJ20
6162,6162,2020,Solenne Gaucher,,,Solenne Gaucher,,,NeurIPS,finite continuum-armed bandits.,1,https://proceedings.neurips.cc/paper/2020/hash/20c86a628232a67e7bd46f76fba7ce12-Abstract.html,https://dblp.org/rec/conf/nips/Gaucher20
6163,6163,2020,Yixiao Ge,,,Hongsheng Li 0001,,,NeurIPS,self-paced contrastive learning with hybrid memory for domain adaptive object re-id.,5,https://proceedings.neurips.cc/paper/2020/hash/821fa74b50ba3f7cba1e6c53e8fa6845-Abstract.html,https://dblp.org/rec/conf/nips/Ge0C0L20
6164,6164,2020,Tomas Geffner,,,Justin Domke,,,NeurIPS,approximation based variance reduction for reparameterization gradients.,2,https://proceedings.neurips.cc/paper/2020/hash/193002e668758ea9762904da1a22337c-Abstract.html,https://dblp.org/rec/conf/nips/GeffnerD20
6165,6165,2020,Amnon Geifman,,,Ronen Basri,,,NeurIPS,on the similarity between the laplace and neural tangent kernels.,6,https://proceedings.neurips.cc/paper/2020/hash/1006ff12c465532f8c574aeaa4461b16-Abstract.html,https://dblp.org/rec/conf/nips/GeifmanYKGJB20
6166,6166,2020,Jonas Geiping,,,Michael Moeller 0001,,,NeurIPS,inverting gradients - how easy is it to break privacy in federated learning?,4,https://proceedings.neurips.cc/paper/2020/hash/c4ede56bbd98819ae6112b20ac6bf145-Abstract.html,https://dblp.org/rec/conf/nips/GeipingBD020
6167,6167,2020,Robert Geirhos,,,Felix A. Wichmann,,,NeurIPS,beyond accuracy - quantifying trial-by-trial behaviour of cnns and humans by measuring error consistency.,3,https://proceedings.neurips.cc/paper/2020/hash/9f6992966d4c363ea0162a056cb45fe5-Abstract.html,https://dblp.org/rec/conf/nips/GeirhosMW20
6168,6168,2020,Simon Geisler,,,Stephan Günnemann,,,NeurIPS,reliable graph neural networks via robust aggregation.,3,https://proceedings.neurips.cc/paper/2020/hash/99e314b1b43706773153e7ef375fc68c-Abstract.html,https://dblp.org/rec/conf/nips/GeislerZG20
6169,6169,2020,Andreas Gerhardus,,,Jakob Runge,,,NeurIPS,high-recall causal discovery for autocorrelated time series with latent confounders.,2,https://proceedings.neurips.cc/paper/2020/hash/94e70705efae423efda1088614128d0b-Abstract.html,https://dblp.org/rec/conf/nips/GerhardusR20
6170,6170,2020,Badih Ghazi,,,Pasin Manurangsi,,,NeurIPS,differentially private clustering - tight approximation ratios.,3,https://proceedings.neurips.cc/paper/2020/hash/299dc35e747eb77177d9cea10a802da2-Abstract.html,https://dblp.org/rec/conf/nips/Ghazi0M20
6171,6171,2020,Zahra Ghodsi,,,Siddharth Garg,,,NeurIPS,cryptonas - private inference on a relu budget.,4,https://proceedings.neurips.cc/paper/2020/hash/c519d47c329c79537fbb2b6f1c551ff0-Abstract.html,https://dblp.org/rec/conf/nips/GhodsiVRG20
6172,6172,2020,Behrooz Ghorbani,,,Andrea Montanari,,,NeurIPS,when do neural networks outperform kernel methods?,4,https://proceedings.neurips.cc/paper/2020/hash/a9df2255ad642b923d95503b9a7958d8-Abstract.html,https://dblp.org/rec/conf/nips/GhorbaniMMM20
6173,6173,2020,Amirata Ghorbani,,,James Y. Zou,,,NeurIPS,neuron shapley - discovering the responsible neurons.,2,https://proceedings.neurips.cc/paper/2020/hash/41c542dfe6e4fc3deb251d64cf6ed2e4-Abstract.html,https://dblp.org/rec/conf/nips/GhorbaniZ20
6174,6174,2020,Arnab Ghosh,,,Vinay Namboodiri,,,NeurIPS,steer - simple temporal regularization for neural ode.,5,https://proceedings.neurips.cc/paper/2020/hash/a9e18cb5dd9d3ab420946fa19ebbbf52-Abstract.html,https://dblp.org/rec/conf/nips/GhoshBDTN20
6175,6175,2020,Avishek Ghosh,,,Kannan Ramchandran,,,NeurIPS,an efficient framework for clustered federated learning.,4,https://proceedings.neurips.cc/paper/2020/hash/e32cc80bf07915058ce90722ee17bb71-Abstract.html,https://dblp.org/rec/conf/nips/GhoshCYR20
6176,6176,2020,Avishek Ghosh,,,Arya Mazumdar,,,NeurIPS,distributed newton can communicate less and resist byzantine workers.,3,https://proceedings.neurips.cc/paper/2020/hash/d17e6bcbcef8de3f7a00195cfa5706f1-Abstract.html,https://dblp.org/rec/conf/nips/GhoshMM20
6177,6177,2020,Dibya Ghosh,,,Nicolas Le Roux,,,NeurIPS,an operator view of policy gradient methods.,3,https://proceedings.neurips.cc/paper/2020/hash/22eda830d1051274a2581d6466c06e6c-Abstract.html,https://dblp.org/rec/conf/nips/GhoshMR20
6178,6178,2020,Soumya Ghosh,,,Tamara Broderick,,,NeurIPS,approximate cross-validation for structured models.,5,https://proceedings.neurips.cc/paper/2020/hash/636efd4f9aeb5781e9ea815cdd633e52-Abstract.html,https://dblp.org/rec/conf/nips/GhoshSNDB20
6179,6179,2020,Paris Giampouras,,,Benjamin D. Haeffele,,,NeurIPS,a novel variational form of the schatten-$p$ quasi-norm.,4,https://proceedings.neurips.cc/paper/2020/hash/f53eb4122d5e2ce81a12093f8f9ce922-Abstract.html,https://dblp.org/rec/conf/nips/GiampourasVRH20
6180,6180,2020,Robert A. Giaquinto,,,Arindam Banerjee 0001,,,NeurIPS,gradient boosted normalizing flows.,2,https://proceedings.neurips.cc/paper/2020/hash/fb5d9e209ebda9ab6556a31639190622-Abstract.html,https://dblp.org/rec/conf/nips/GiaquintoB20
6181,6181,2020,William Gilpin,,,William Gilpin,,,NeurIPS,deep reconstruction of strange attractors from time series.,1,https://proceedings.neurips.cc/paper/2020/hash/021bbc7ee20b71134d53e20206bd6feb-Abstract.html,https://dblp.org/rec/conf/nips/Gilpin20
6182,6182,2020,Simon Ging,,,Thomas Brox,,,NeurIPS,coot - cooperative hierarchical transformer for video-text representation learning.,4,https://proceedings.neurips.cc/paper/2020/hash/ff0abbcc0227c9124a804b084d161a2d-Abstract.html,https://dblp.org/rec/conf/nips/GingZPB20
6183,6183,2020,Eleonora Giunchiglia,,,Thomas Lukasiewicz,,,NeurIPS,coherent hierarchical multi-label classification networks.,2,https://proceedings.neurips.cc/paper/2020/hash/6dd4e10e3296fa63738371ec0d5df818-Abstract.html,https://dblp.org/rec/conf/nips/GiunchigliaL20
6184,6184,2020,Joshua I. Glaser,,,Scott W. Linderman,,,NeurIPS,recurrent switching dynamical systems models for multiple interacting neural populations.,5,https://proceedings.neurips.cc/paper/2020/hash/aa1f5f73327ba40d47ebce155e785aaf-Abstract.html,https://dblp.org/rec/conf/nips/GlaserWCPL20
6185,6185,2020,Peter W. Glynn,,,Mohammad Rasouli 0001,,,NeurIPS,adaptive experimental design with temporal interference - a maximum likelihood approach.,3,https://proceedings.neurips.cc/paper/2020/hash/abd987257ff0eddc2bc6602538cb3c43-Abstract.html,https://dblp.org/rec/conf/nips/GlynnJ020
6186,6186,2020,Surbhi Goel,,,Adam R. Klivans,,,NeurIPS,statistical-query lower bounds via functional gradients.,3,https://proceedings.neurips.cc/paper/2020/hash/17257e81a344982579af1ae6415a7b8c-Abstract.html,https://dblp.org/rec/conf/nips/GoelGK20
6187,6187,2020,Surbhi Goel,,,Frederic Koehler,,,NeurIPS,from boltzmann machines to neural networks and back again.,3,https://proceedings.neurips.cc/paper/2020/hash/464074179972cbbd75a39abc6954cd12-Abstract.html,https://dblp.org/rec/conf/nips/GoelKK20
6188,6188,2020,Tarun Gogineni,,,Paul M. Zimmerman,,,NeurIPS,torsionnet - a reinforcement learning approach to sequential conformer search.,7,https://proceedings.neurips.cc/paper/2020/hash/e904831f48e729f9ad8355a894334700-Abstract.html,https://dblp.org/rec/conf/nips/GogineniXPJKTZ20
6189,6189,2020,Micah Goldblum,,,Tom Goldstein,,,NeurIPS,adversarially robust few-shot learning - a meta-learning approach.,3,https://proceedings.neurips.cc/paper/2020/hash/cfee398643cbc3dc5eefc89334cacdc1-Abstract.html,https://dblp.org/rec/conf/nips/GoldblumFG20
6190,6190,2020,Donald Goldfarb,,,Achraf Bahamou,,,NeurIPS,practical quasi-newton methods for training deep neural networks.,3,https://proceedings.neurips.cc/paper/2020/hash/192fc044e74dffea144f9ac5dc9f3395-Abstract.html,https://dblp.org/rec/conf/nips/GoldfarbRB20
6191,6191,2020,Ziv Goldfeld,,,Kengo Kato,,,NeurIPS,asymptotic guarantees for generative modeling based on the smooth wasserstein distance.,3,https://proceedings.neurips.cc/paper/2020/hash/1ac978c8020be6d7212aa71d4f040fc3-Abstract.html,https://dblp.org/rec/conf/nips/GoldfeldGK20
6192,6192,2020,Mark Goldstein,,,Rajesh Ranganath,,,NeurIPS,x-cal - explicit calibration for survival analysis.,5,https://proceedings.neurips.cc/paper/2020/hash/d4a93297083a23cc099f7bd6a8621131-Abstract.html,https://dblp.org/rec/conf/nips/GoldsteinHPPR20
6193,6193,2020,Shafi Goldwasser,,,Omar Montasser,,,NeurIPS,beyond perturbations - learning guarantees with arbitrary adversarial test examples.,4,https://proceedings.neurips.cc/paper/2020/hash/b6c8cf4c587f2ead0c08955ee6e2502b-Abstract.html,https://dblp.org/rec/conf/nips/GoldwasserKKM20
6194,6194,2020,Siavash Golkar,,,Dmitri B. Chklovskii,,,NeurIPS,a simple normative network approximates local non-hebbian learning in the cortex.,5,https://proceedings.neurips.cc/paper/2020/hash/5133aa1d673894d5a05b9d83809b9dbe-Abstract.html,https://dblp.org/rec/conf/nips/GolkarLBSC20
6195,6195,2020,Noah Golowich,,,Constantinos Daskalakis,,,NeurIPS,tight last-iterate convergence rates for no-regret learning in multi-player games.,3,https://proceedings.neurips.cc/paper/2020/hash/eea5d933e9dce59c7dd0f6532f9ea81b-Abstract.html,https://dblp.org/rec/conf/nips/GolowichPD20
6196,6196,2020,Negin Golrezaei,,,Jason Cheuk Nam Liang,,,NeurIPS,no-regret learning in price competitions under consumer reference effects.,3,https://proceedings.neurips.cc/paper/2020/hash/f51238cd02c93b89d8fbee5667d077fc-Abstract.html,https://dblp.org/rec/conf/nips/GolrezaeiJL20
6197,6197,2020,Alon Gonen,,,Michal Moshkovitz,,,NeurIPS,towards a combinatorial characterization of bounded-memory learning.,3,https://proceedings.neurips.cc/paper/2020/hash/665d5cbb82b5785d9f344c46417c6c36-Abstract.html,https://dblp.org/rec/conf/nips/GonenLM20
6198,6198,2020,Nicolas Gontier,,,Christopher Pal,,,NeurIPS,measuring systematic generalization in neural proof generation with transformers.,4,https://proceedings.neurips.cc/paper/2020/hash/fc84ad56f9f547eb89c72b9bac209312-Abstract.html,https://dblp.org/rec/conf/nips/GontierSRP20
