,Unnamed: 0,Unnamed: 0.1,first-author-affiliation,last-author-affiliation,title
3273,3273,405.0,"University of California, Berkeley",RealAI,vflow: more expressive generative flows with variational data augmentation.
3274,3274,406.0,The Chinese University of HongKong,The University of Hong Kong,channel equilibrium networks for learning deep representation.
3275,3275,407.0,Yale University,Yale University,data preprocessing to mitigate bias: a maximum entropy based approach.
3276,3276,408.0,Yale University,Yale University,trajectorynet: a dynamic optimal transport network for modeling cellular dynamics.
3277,3277,409.0,Harvard,Harvard,improved communication cost in distributed pagerank computation – a theoretical study.
3278,3278,410.0,Mila/UdeM,"Preferred Networks, Inc.",learning structured latent factors from dependent data:a generative model framework from information-theoretic perspective.
3279,3279,411.0,Columbia University,Columbia University,reinforcement learning for integer programming: learning to cut.
3280,3280,412.0,Oregon State University,Horizon Robotics,implicit generative modeling for efficient exploration.
3281,3281,413.0,ETH Zurich,ETH Zurich,an accelerated dfo algorithm for finite-sum convex functions.
3282,3282,414.0,University of Maryland,University of Maryland,second-order provable defenses against adversarial attacks.
3283,3283,415.0,Harvard,University of Pennsylvania,robust and stable black box explanations.
3284,3284,416.0,Rice University,Rice University,learnable group transform for time-series.
3285,3285,417.0,Google Brain,Google Brain,the neural tangent kernel in high dimensions: triple descent and a multi-scale theory of generalization.
3286,3286,418.0,MIT,MIT,identifying statistical bias in dataset replication.
3287,3287,419.0,Stanford University,Stanford University,robust bayesian classification using an optimistic score ratio.
3288,3288,420.0,The University of Texas at Austin,MIT,learning quadratic games on networks.
3289,3289,421.0,Khoury College of Computer Sciences,Northeastern University,fair k-centers via maximum matching.
3290,3290,422.0,MIT,Massachusetts Institute of Technology,optimal approximation for unconstrained non-submodular minimization.
3291,3291,423.0,MIT,Massachusetts Institute of Technology,complexity of finding stationary points of nonconvex nonsmooth functions.
3292,3292,424.0,Rice University,Rice University,sub-linear memory sketches for near neighbor search on streaming data.
3293,3293,425.0,"Google Research, Brain Team","Google Research, Brain Team",an optimistic perspective on offline deep reinforcement learning.
3294,3294,426.0,Google Research,"Google Research, NY",accelerating large-scale inference with anisotropic vector quantization.
3295,3295,427.0,University of Waterloo,"University of Waterloo, Electrical and Computer Engineering",online bayesian moment matching based sat solver heuristics.
3296,3296,428.0,KAIST,KAIST,learning what to defer for maximum independent sets.
3297,3297,429.0,National University of Singapore,National University of Singapore,best arm identification for cascading bandits in the fixed confidence setting.
3298,3298,430.0,University of Sydney,University of Sydney,neural architecture search in a proxy validation loss landscape.
3299,3299,431.0,McGill University; Mila; Facebook AI Research,Facebook,on the convergence of nesterov's accelerated gradient method in stochastic settings.
3300,3300,432.0,Cornell University,Microsoft Research,adaptive estimator selection for off-policy evaluation.
3301,3301,433.0,Carnegie Mellon University,DeepMind,stabilizing transformers for reinforcement learning.
3302,3302,434.0,Baidu Inc.,The University of Sydney,label-noise robust domain adaptation.
3303,3303,435.0,Seoul National University,Seoul National University,operation-aware soft channel pruning using differentiable masks.
3304,3304,436.0,"McGill University,  Mila Montreal",DeepMind,what can i do here? a theory of affordances in reinforcement learning.
3305,3305,437.0,Peking University,Peking University,don't waste your bits! squeeze activations and gradients for deep neural networks via tinyscript.
3306,3306,438.0,UC Berkeley,UC Berkeley,finite-time last-iterate convergence for multi-agent learning in games.
3307,3307,439.0,Stanford University,Stanford,fast and three-rious: speeding up weak supervision with triplet methods.
3308,3308,440.0,University of Michigan,University of Michigan,preference modeling with context-dependent salient features.
3309,3309,441.0,"VinAI Research, Vietnam",VinAI Research,on unbalanced optimal transport: an analysis of sinkhorn algorithm.
3310,3310,442.0,Massachusetts Institute of Technology,MIT,prediction-guided multi-objective reinforcement learning for continuous robot control.
3311,3311,443.0,IAS,Harvard,dynamics of deep neural networks and neural tangent hierarchy.
3312,3312,444.0,Duke University,Duke University,adaptive droplet routing in digital microfluidic biochips using deep reinforcement learning.
3313,3313,445.0,The University of Queensland,University of Queensland,progressive graph learning for open-set domain adaptation.
3314,3314,446.0,University of Minnesota,University of Minnesota,message passing least squares framework and its application to rotation synchronization.
3315,3315,447.0,Harvard University,MIT,optimal bounds between f-divergences and integral probability metrics.
3316,3316,448.0,Texas A&M University,Texas A&M University,eliminating the invariance on the loss landscape of linear autoencoders.
3317,3317,449.0,Facebook AI Research,New York University,the differentiable cross-entropy method.
3318,3318,450.0,University of Maryland,International Computer Science Institute,measuring non-expert comprehension of machine learning fairness metrics.
3319,3319,451.0,Rutgers,Duke University,the cost-free nature of optimally tuning tikhonov regularizers and other ordered smoothers.
3320,3320,452.0,University of Wisconsin-Madison,University of Wisconsin - Madison,adversarial risk via optimal transport and optimal couplings.
3321,3321,453.0,Google,Google,population-based black-box optimization for biological sequence design.
3322,3322,454.0,North Carolina State University,North Carolina State University,on validation and planning of an optimal decision rule with application in healthcare studies.
3323,3323,455.0,University of Massachusetts Amherst,UMass,efficient intervention design for causal discovery with latents.
3324,3324,456.0,MIT,MIT,hierarchical generation of molecular graphs using structural motifs.
3325,3325,457.0,Shanghai Jiao Tong University,Texas A&M University,median matrix completion: from embarrassment to optimality.
3326,3326,458.0,HKBU / RIKEN,RIKEN / The University of Tokyo,sigua: forgetting may make learning with noisy labels more robust.
3327,3327,459.0,Southeast University,Southeast University,variational label enhancement.
3328,3328,460.0,Rutgers University-Newark,Rutgers University-Newark,sequential cooperative bayesian inference.
3329,3329,461.0,Duke,Duke University,learning opinions in social networks.
3330,3330,462.0,Cornell University,Cornell,moniqua: modulo quantized communication in decentralized sgd.
3331,3331,463.0,The Ohio State University,University of Minnesota,private query release assisted by public data.
3332,3332,464.0,university of Pittsburgh,University of Pittsburgh & JD Finance America Corporation,sparse shrunk additive models.
3333,3333,465.0,MIT,MIT,strength from weakness: fast learning using weak supervision.
3334,3334,466.0,Massachusetts Institute of Technology,MIT, predicting deliberative outcomes.
3335,3335,467.0,University of Wisconsin-Madison,University of Wisconsion-Madison,robust outlier arm identification.
3336,3336,468.0,Virginia Commonwealth University,Virginia Commonwealth University,approximation capabilities of neural odes and invertible residual networks.
3337,3337,469.0,Stanford University,Google,optimizing black-box metrics with adaptive surrogates.
3338,3338,470.0,South China University of Technology,South China University of Technology,breaking the curse of space explosion: towards efficient nas with curriculum search.
3339,3339,471.0,Mila,CNRS/LIP6,decoupled greedy learning of cnns.
3340,3340,472.0,Microsoft Research,CMU,the non-iid data quagmire of decentralized machine learning.
3341,3341,473.0,Peking University,Peking University,(locally) differentially private combinatorial semi-bandits.
3342,3342,474.0,Google,UC Berkeley,circuit-based intrinsic methods to detect overfitting.
3343,3343,475.0,NVIDIA Research,Sanctuary AI,undirected graphical models as approximate posteriors.
3344,3344,476.0,Inria Paris,"Centrum Wiskunde & Informatica, Amsterdam",structure adaptive algorithms for stochastic bandits.
3345,3345,477.0,Microsoft Research,Microsoft Research Cambridge,alleviating privacy attacks via causal learning.
3346,3346,478.0,Intel Labs,Intel Corporation,approximating stacked and bidirectional recurrent architectures with the delayed recurrent neural network.
