,Unnamed: 0,first-author-affiliation,last-author-affiliation,title
5571,282,Massachusetts Institute of Technology,MIT,woodfisher: efficient second-order approximation for neural network compression.
5572,283,Stanford University,"DeepMind, U Alberta",deep transformers with latent depth.
5573,284,Duke University,Univ of Maryland / Microsoft Research,movement pruning: adaptive sparsity by fine-tuning.
5574,285,NIH (National Institutes of Health),None,sanity-checking pruning methods: random tickets can win the jackpot.
5575,286,Google Research,Google Research,pruning filter in filter.
5576,287,IBM,Univ of Mass,the lottery ticket hypothesis for pre-trained bert networks.
5577,288,Wisconsin,Wisconsin,the generalization-stability tradeoff in neural network pruning.
5578,289,Max Planck Institute for Biological Cybernetics,Max Planck Institute for Biological Cybernetics,greedy optimization provably wins the lottery: logarithmic number of winning tickets is enough.
5579,290,Carnegie Mellon University,Petuum Inc. /  Carnegie Mellon University,firefly neural architecture descent: a general approach for growing neural networks.
5580,291,Purdue University,"University of Oxford, DeepMind",hydra: pruning adversarially robust neural networks.
5581,292,AT&T Labs -- Research,None,logarithmic pruning is all you need.
5582,293,Caltech,Google,optimal lottery tickets via subset sum: logarithmic over-parameterization is sufficient.
5583,294,"JFRC, HHMI",HHMI,higher-order certification for randomized smoothing.
5584,295,UC Berkeley,Princeton,adversarial robustness via robust low rank representations.
5585,296,DeepMind,Harvard,denoised smoothing: a provable defense for pretrained classifiers.
5586,297,ANU,insitro,margins are insufficient for explaining gradient boosting.
5587,298,University of Chicago,Petuum Inc. /  Carnegie Mellon University,on the power of louvain in the stochastic block model.
5588,299,Shanghai Jiao Tong University,zju,robust large-margin learning in hyperbolic space.
5589,300,University of Washington,University of Washington,self-learning transformations for improving gaze and head redirection.
5590,301,University of Washington,University of Washington,exactly computing the local lipschitz constant of relu networks.
5591,302,DeepMind,None,optimizing mode connectivity via neuron alignment.
5592,303,TU Berlin,TU Berlin,on the distance between two neural networks and the stability of learning.
5593,304,The Pennsylvania State University,U.C. San Diego,one ring to rule them all: certifiably robust geometric perception with outliers.
5594,305,Google Inc.,None,multi-robot collision avoidance under uncertainty with probabilistic safety barrier certificates.
5595,306,UCLA,Qualcomm,consequences of misaligned ai.
5596,307,Massachusetts Institute of Technology,Massachusetts Institute of Technology,certified defense to image transformations via randomized smoothing.
5597,308,Caltech,Google,certifying strategyproof auction networks.
5598,309,U. Montreal,U. Montreal,enabling certification of verification-agnostic networks via memory-efficient semidefinite programming.
5599,310,TU Kaiserslautern,LIFE Biosystems GmbH,improving robustness against common corruptions by covariate shift adaptation.
5600,311,"University of California, Berkeley",Princeton,deeply learned spectral total variation decomposition.
5601,312,University of Alberta,DeepMind / University of Alberta,stochastic segmentation networks: modelling spatially correlated aleatoric uncertainty.
5602,313,Stanford,Boston College,multiscale deep equilibrium models.
5603,314,Stanford University,"DeepMind, U Alberta",faithful embeddings for knowledge base queries.
5604,315,UC Berkeley,Redwood Center/UC Berkeley,gradaug: a new regularization method for deep neural networks.
5605,316,PDT Partners,UC Berkeley,monotone operator equilibrium networks.
5606,317,Johns Hopkins University,Johns Hopkins University,hierarchical nucleation in deep neural networks.
5607,318,Purdue University,"University of Oxford, DeepMind",what do neural networks learn when trained with random labels?.
5608,319,Aalto University,Helsinki University of Technology,h-mem: harnessing synaptic plasticity with hebbian memory networks.
5609,320,University of Washington,University of Washington,expandnets: linear over-parameterization to train compact convolutional networks.
5610,321,Carnegie Mellon University,Carnegie Mellon University,throughput-optimal topology design for cross-silo federated learning.
5611,322,TU Kaiserslautern,LIFE Biosystems GmbH,wavelet flow: fast training of high resolution normalizing flows.
5612,323,Oracle Labs,UMass Amherst,woodbury transformations for deep generative flows.
5613,324,KULeuven,KULeuven,why normalizing flows fail to detect out-of-distribution data.
5614,325,Intel Labs,Lund University/Google,"the convex relaxation barrier, revisited: tightened single-neuron relaxations for neural network verification."
5615,326,Duke,None,regret in online recommendation systems.
5616,327,U Washington,DeepMind & University of Oxford,simplify and robustify negative sampling for implicit collaborative filtering.
5617,328,UT Austin,UT Austin,myersonian regression.
5618,329,Albert Einstein College of Medicine,Albert Einstein College of Medicine,on convergence of nearest neighbor classifiers over feature transformations.
5619,330,UT Austin,UT Austin,learning utilities and equilibria in non-truthful auctions.
5620,331,UCSD,Columbia University,contextual reserve price optimization in auctions via mixed integer programming.
5621,332,"University of California, Berkeley",Princeton,secretary and online matching problems with machine learned advice.
5622,333,University of Washington,University of Washington,on the error resistance of hinge-loss minimization.
5623,334,KU Leuven,Centre for Integrative Neuroscience,polynomial-time computation of optimal correlated equilibria in two-player extensive-form games with public chance moves and beyond.
5624,335,NYU,DeepMind / NYU,"chaos, extremism and optimism: volume analysis of learning in games."
5625,336,Google Inc.,"University of Washington, Seattle",a game-theoretic analysis of the empirical revenue maximization algorithm with endogenous sampling.
5626,337,TU-Graz,Graz University of Technology,a bandit learning algorithm and applications to auction design.
5627,338,UCLA,Qualcomm,no-regret learning in price competitions under consumer reference effects.
5628,339,UT Austin,UT Austin,partially view-aligned clustering.
5629,340,University of Sussex and HSE,Google Brain & University of Alberta,meshsdf: differentiable iso-surface extraction.
5630,341,Ottawa Hospital Research Institute,Ottawa Hospital Research Institute,joint policy search for multi-agent collaboration with imperfect information.
5631,342,Columbia University,None,on infinite-width hypernetworks.
5632,343,The Pennsylvania State University,"MPI for Intelligent Systems, Tübingen",training generative adversarial networks with limited data.
5633,344,University of California Irvine,UC Irvine,reinforcement learning with combinatorial actions: an application to vehicle routing.
5634,345,UCLA,UCLA,a self-tuning actor-critic algorithm.
5635,346,IBM Research,CEA-INSERM,residual force control for agile human behavior imitation and extended motion synthesis.
5636,347,Georgia Institute of Technology,Skytree Inc. and Georgia Tech,"see, hear, explore: curiosity via audio-visual association."
5637,348,Graz University of Technology,Graz University of Technology,finite-time analysis for double q-learning.
5638,349,L2F INESC-ID Lisboa,Google,adaptive discretization for model-based reinforcement learning.
5639,350,Qualcomm,Massachusetts Institute of Technology,object goal navigation using goal-oriented semantic exploration.
